iter	Logloss
302	0.3844121448
303	0.384272562
304	0.3841836451
305	0.384051815
306	0.3839288364
307	0.383705589
308	0.3834681386
309	0.3833847445
310	0.3832139958
311	0.3830331533
312	0.3828990564
313	0.3827361565
314	0.3825832324
315	0.382515163
316	0.382407771
317	0.3822977315
318	0.3821114855
319	0.3820036288
320	0.3819151395
321	0.381793602
322	0.381724146
323	0.3814813084
324	0.3813982995
325	0.3812483523
326	0.3811317487
327	0.380941338
328	0.3808309417
329	0.3807361704
330	0.3805150188
331	0.3803072178
332	0.3801479717
333	0.3798862013
334	0.3796651991
335	0.3794406552
336	0.3793055037
337	0.3791569975
338	0.3789697972
339	0.3788326982
340	0.3786988993
341	0.3784916858
342	0.3783502228
343	0.3781156101
344	0.3779825604
345	0.3778177524
346	0.3776059229
347	0.3775424691
348	0.3773533333
349	0.3772128514
350	0.3770090414
351	0.3768903485
352	0.3766657381
353	0.3764986341
354	0.3763924289
355	0.376191708
356	0.3760804395
357	0.3759032108
358	0.3756916459
359	0.3754391081
360	0.3753036208
361	0.3751637699
362	0.3749631033
363	0.3747623288
364	0.374587735
365	0.3743769486
366	0.3742095532
367	0.3740685012
368	0.3739255646
369	0.3738171313
370	0.3736855423
371	0.3735565185
372	0.3733620384
373	0.3733032191
374	0.3730975566
375	0.3730331789
376	0.3729110049
377	0.3726767679
378	0.3724952809
379	0.3723643951
380	0.372191978
381	0.3719370189
382	0.3718417401
383	0.3718004312
384	0.3716862466
385	0.3715524937
386	0.3713757255
387	0.3712000871
388	0.3710745774
389	0.3709332464
390	0.3707043082
391	0.370575334
392	0.3704499375
393	0.3702638768
394	0.3700995924
395	0.3698881702
396	0.3696484433
397	0.369485862
398	0.3694047194
399	0.369230034
400	0.3691329548
401	0.3689250594
402	0.3687143306
403	0.3685980056
404	0.368419521
405	0.3682533698
406	0.3680685372
407	0.3679288565
408	0.3677297036
409	0.3676052019
410	0.3675065208
411	0.367322183
412	0.3672113327
413	0.3670235948
414	0.36690966
415	0.3668443092
416	0.3667198962
417	0.3665384734
418	0.3663251812
419	0.36625045
420	0.3661126662
421	0.3658928547
422	0.3657091166
423	0.3655896756
424	0.3655146856
425	0.3654048087
426	0.3653086437
427	0.3652327209
428	0.3650609976
429	0.3649780843
430	0.3647896084
431	0.3646796975
432	0.3645077477
433	0.364356955
434	0.364192729
435	0.3639881232
436	0.363839364
437	0.3637344657
438	0.3636260475
439	0.3635216942
440	0.3633662129
441	0.3631930478
442	0.3630048166
443	0.3628389402
444	0.362685018
445	0.3626382188
446	0.3625151011
447	0.3624692362
448	0.3623765001
449	0.362295092
450	0.362203679
451	0.3620380845
452	0.3618867804
453	0.361776709
454	0.361662299
455	0.3615627249
456	0.3614213888
457	0.3614053533
458	0.3612649611
459	0.3610481893
460	0.3608953737
461	0.3607512377
462	0.360659799
463	0.360522251
464	0.3604205698
465	0.3601965946
466	0.3599990512
467	0.3598707625
468	0.3597402005
469	0.3595890739
470	0.3594774875
471	0.359376083
472	0.359285062
473	0.3591845373
474	0.3590423339
475	0.358867989
476	0.3587595523
477	0.3585941765
478	0.3584621599
479	0.3584400398
480	0.3583806077
481	0.3582254402
482	0.3581717126
483	0.3580526718
484	0.357890995
485	0.3578139621
486	0.357643659
487	0.3574824469
488	0.3572791061
489	0.3571540513
490	0.3570313213
491	0.356841844
492	0.3567231297
493	0.3566058236
494	0.3564042181
495	0.356273483
496	0.3561575833
497	0.356007929
498	0.3559958178
499	0.355984681
500	0.3559026091
501	0.3557569297
502	0.3555876835
503	0.3554517719
504	0.3552663869
505	0.3551427514
506	0.3550155498
507	0.3549048457
508	0.3547295579
509	0.3546030625
510	0.3545181708
511	0.3544240029
512	0.3542368615
513	0.3541567314
514	0.3539233678
515	0.3537694186
516	0.3535946692
517	0.3534461213
518	0.353428566
519	0.3533233234
520	0.3531437833
521	0.3529887724
522	0.3528200058
523	0.3526960332
524	0.3525807372
525	0.352436607
526	0.3523312526
527	0.3521454774
528	0.3519926862
529	0.3518908738
530	0.3517078645
531	0.3515948132
532	0.3514265717
533	0.3512492493
534	0.3511129735
535	0.350941636
536	0.3507614019
537	0.3506063721
538	0.3504695125
539	0.3503664074
540	0.3502372361
541	0.3501157005
542	0.349999226
543	0.3498842282
544	0.3497361003
545	0.3495768249
546	0.349477273
547	0.3492742659
548	0.3490829623
549	0.3489252907
550	0.3487379233
551	0.3486468729
552	0.3485292131
553	0.3484000578
554	0.348288042
555	0.348233856
556	0.3482175278
557	0.3480932999
558	0.3479828334
559	0.3478056947
560	0.3476597505
561	0.3474789844
562	0.3473821993
563	0.3472233055
564	0.3470324783
565	0.3469232955
566	0.3468576972
567	0.3468329574
568	0.3466827331
569	0.3465426861
570	0.3464330065
571	0.3463186115
572	0.3461734993
573	0.3459701513
574	0.3458112392
575	0.3456892808
576	0.3455183299
577	0.3453889272
578	0.3452769229
579	0.3451785702
580	0.3450737857
581	0.3449819645
582	0.3448131005
583	0.3446937056
584	0.3445600803
585	0.3444449172
586	0.3442825349
587	0.3441992478
588	0.3441439898
589	0.3440121808
590	0.3439209411
591	0.3438457815
592	0.3437635787
593	0.3437465846
594	0.3436196704
595	0.3435318089
596	0.343372047
597	0.3432286203
598	0.3430870631
599	0.3429549733
600	0.3428384779
601	0.3426963316
602	0.3426045283
603	0.3424245269
604	0.3422161731
605	0.3421275026
606	0.341994779
607	0.3418549494
608	0.3417958903
609	0.3417607654
610	0.3416342955
611	0.3414512916
612	0.341368784
613	0.3412147563
614	0.341107017
615	0.3410007381
616	0.3409240902
617	0.3408033106
618	0.3407449505
619	0.3406032263
620	0.3404820057
621	0.3403671336
622	0.3402691571
623	0.3402004356
624	0.3399969097
625	0.3399278844
626	0.3397389944
627	0.3395708072
628	0.3393431341
629	0.339187086
630	0.3390400376
631	0.3388969971
632	0.3388334066
633	0.3386379002
634	0.3385619878
635	0.3385088481
636	0.3384375178
637	0.3383769289
638	0.3382924405
639	0.338155891
640	0.3381365299
641	0.3380546555
642	0.3379147093
643	0.3377773478
644	0.3376768552
645	0.3376264357
646	0.337482542
647	0.3373413393
648	0.3372868136
649	0.3371628944
650	0.3369974248
651	0.3368174537
652	0.3366545339
653	0.3365142091
654	0.3364170788
655	0.3362962137
656	0.3361023064
657	0.3360013389
658	0.3359005298
659	0.3358114713
660	0.3356933933
661	0.3355016962
662	0.3353791376
663	0.3353334418
664	0.3351871559
665	0.3350517928
666	0.3348952935
667	0.3348015906
668	0.3346637557
669	0.3345267125
670	0.3344209548
671	0.334384554
672	0.3341745913
673	0.3340429572
674	0.3339566776
675	0.3339175532
676	0.3337682262
677	0.3336841693
678	0.3335423779
679	0.3334296691
680	0.3333042787
681	0.3331918885
682	0.3331166052
683	0.3329437977
684	0.3328118917
685	0.3327027743
686	0.3326457045
687	0.3324968449
688	0.3323508423
689	0.332273221
690	0.3321718941
691	0.3319933449
692	0.3319267277
693	0.3318404381
694	0.3317343498
695	0.3315901299
696	0.3315001961
697	0.3313286011
698	0.3312082681
699	0.3311590257
700	0.3310317232
701	0.3309780602
702	0.3308656554
703	0.3307414875
704	0.3306253735
705	0.330517732
706	0.3304106399
707	0.3302863644
708	0.3301874467
709	0.3300536527
710	0.3298830935
711	0.3297105189
712	0.3296828008
713	0.3295200035
714	0.3294084686
715	0.329275999
716	0.3291995592
717	0.3291168824
718	0.3290492911
719	0.3288966237
720	0.3288500752
721	0.3287399563
722	0.3286604246
723	0.3285400604
724	0.3284664938
725	0.3283459236
726	0.3282086276
727	0.3281071917
728	0.3280048888
729	0.3278471098
730	0.3277885331
731	0.3277511025
732	0.3275954186
733	0.3274802156
734	0.3273684226
735	0.3273310494
736	0.3272188975
737	0.3271755042
738	0.3270424975
739	0.3268778513
740	0.3267553721
741	0.3266334031
742	0.3264961124
743	0.3263565617
744	0.3262624208
745	0.326095493
746	0.3259535624
747	0.3258362553
748	0.3256733009
749	0.3256131966
750	0.3255423552
751	0.3254761568
752	0.3253153392
753	0.3251734171
754	0.3250443186
755	0.3248878713
756	0.3247699246
757	0.3246821432
758	0.3245718291
759	0.3244582448
760	0.3243536618
761	0.3242599339
762	0.3241568653
763	0.3240489837
764	0.3239680684
765	0.323780815
766	0.3236962662
767	0.3235544332
768	0.3234739587
769	0.3234199463
770	0.3232983548
771	0.3232050699
772	0.3231013477
773	0.3230298311
774	0.3229312676
775	0.3228259216
776	0.3227890766
777	0.3226923236
778	0.3226217574
779	0.3225606428
780	0.3224403885
781	0.322386534
782	0.3222718597
783	0.322204897
784	0.3220828537
785	0.3219989422
786	0.3219109835
787	0.3217545189
788	0.3217124365
789	0.3216088805
790	0.3215378167
791	0.3214529012
792	0.3213503256
793	0.3212366223
794	0.3211370849
795	0.3210740136
796	0.3209537534
797	0.3208419092
798	0.3207046959
799	0.3205582164
800	0.3204292672
801	0.320299285
802	0.3201635492
803	0.3200460764
804	0.319986434
805	0.3198877284
806	0.319805856
807	0.3196502585
808	0.319519806
809	0.3194414993
810	0.319396341
811	0.3193057157
812	0.3192668502
813	0.3191955602
814	0.3191281591
815	0.319008811
816	0.3188824299
817	0.3187801037
818	0.3187090871
819	0.3186069997
820	0.3185312329
821	0.3184960401
822	0.3183771606
823	0.3182935702
824	0.318204059
825	0.3181108522
826	0.3179601346
827	0.3178597402
828	0.3177865306
829	0.3177226934
830	0.3175845482
831	0.3174494448
832	0.3173573191
833	0.3172464714
834	0.3171443926
835	0.3170147641
836	0.3169255014
837	0.3168642689
838	0.3167887349
839	0.3166840783
840	0.3165972517
841	0.3164853723
842	0.3163932593
843	0.3163146364
844	0.3162615688
845	0.3161970445
846	0.3161410316
847	0.3160225845
848	0.3159742774
849	0.3159066961
850	0.3158061893
851	0.3157941198
852	0.3157382566
853	0.3156944285
854	0.3155701381
855	0.315472969
856	0.3153453179
857	0.3152618739
858	0.3152482739
859	0.315220701
860	0.3151729741
861	0.3150958544
862	0.314977387
863	0.3148354623
864	0.314751801
865	0.3145835199
866	0.3144942471
867	0.3144100984
868	0.3143239558
869	0.314237194
870	0.3140444536
871	0.3139682628
872	0.3138182075
873	0.3136919347
874	0.3135305828
875	0.3134060404
876	0.3132748983
877	0.3131873993
878	0.3130671015
879	0.3129661034
880	0.3128822611
881	0.3128408178
882	0.3127454011
883	0.3125515536
884	0.312392286
885	0.3122797708
886	0.3121828009
887	0.3120779474
888	0.3119679279
889	0.3118909654
890	0.3117717035
891	0.3116814321
892	0.3115715704
893	0.3114993982
894	0.3114088432
895	0.3113243707
896	0.3112453762
897	0.3111632784
898	0.3110364561
899	0.3109445335
900	0.3109051572
901	0.310824462
902	0.3107163437
903	0.3105265751
904	0.3104591397
905	0.31043031
906	0.3103421741
907	0.310183887
908	0.3100769795
909	0.3100204547
910	0.309926607
911	0.3098562313
912	0.3096853708
913	0.3095445058
914	0.3093867498
915	0.3092672228
916	0.3092015738
917	0.309158628
918	0.3090017851
919	0.3089205313
920	0.3088270379
921	0.3086635242
922	0.3085190354
923	0.3083797976
924	0.3082521872
925	0.3082006088
926	0.3080419198
927	0.3079964791
928	0.3079306197
929	0.3078406891
930	0.3078238328
931	0.3077867497
932	0.3077355914
933	0.30760732
934	0.3075611885
935	0.3074628459
936	0.3073027622
937	0.3072202731
938	0.3070984782
939	0.3069753612
940	0.3068813835
941	0.3067472219
942	0.3066887837
943	0.3065516429
944	0.3065018682
945	0.3063952747
946	0.3063114521
947	0.3062183555
948	0.3060829066
949	0.3060028401
950	0.3059228304
951	0.3057726139
952	0.3056539545
953	0.3055060439
954	0.3053687735
955	0.3052591007
956	0.305181964
957	0.3050992121
958	0.3050083108
959	0.3049723356
960	0.304855763
961	0.304784021
962	0.3046532548
963	0.3045668898
964	0.3044239472
965	0.3042951886
966	0.304191219
967	0.3040528682
968	0.3040041263
969	0.3038681729
970	0.3038226826
971	0.3037011286
972	0.3035196694
973	0.3033931172
974	0.303266563
975	0.3032117469
976	0.3030890435
977	0.3030282732
978	0.3029042032
979	0.302828267
980	0.3026529921
981	0.3025139704
982	0.302436558
983	0.3023615897
984	0.3022692304
985	0.3022325126
986	0.3022083463
987	0.3021169561
988	0.3020022708
989	0.3019237076
990	0.3018000186
991	0.3016997161
992	0.3015504457
993	0.3014223276
994	0.3013289495
995	0.3012514433
996	0.3011503277
997	0.301021177
998	0.3009041896
999	0.3008325961
